binary,zeros,class
0000921900a80a9090f4c020009908910000c10000921900d10000809923c020009908910000c02000a908921900a100009090f4a80ac020009908910000c020,63,xtensa
00c02000a808c02000a808810000d10000c02000a908c0200099089100000c029809c020009908910000920900909074c020009908910000a20900a0a074c020,67,xtensa
031181e088009fe50c0001e5013083e2020053e3f8ffffda000054e31800000a000052e30d00000a64209fe564309fe5102083e5202082e20010a0e30100a0e1,46,arm
9f000c90bf001090df0014807f0008809f000c80bf001080df00147c6b2a787c8c3278807f0008809f000c80bf001080df00147c752a787c96327856b900003b,44,powerpc
0090630004ac4300003c0300008c63000cac43000024030016ac43000024030003ac4300003c0300009063000000031e0000031e03ac4300000c000000000000,73,mips
aa8228052088c08043932020742084c02100008902210000c0200028028022231df000000036410025eeff810000c020009808810000c0200099089100009809,55,xtensa
ff483d0000000089150000000075e14883ec0831f6bf0000000031c0e80000000031c04883c408c3488b3d00000000488b0500000000c70700000000e9e5feff,62,x86_64
2d2a960fb6f894debf0fbecdbfdf91cf911f910f91ff90ef90df90cf90bf90af909f908f907f906f905f904f903f902f9008952f923f924f925f926f927f928f,18,avr
f600033c29806334000043acffff0324000043ac09000324000043ac21300000213800000000043c000084240000000c00000000211000001c00bf8f00000000,69,mipsel
00848c001c0300031c0300000043ac000044ac0000043c2c00868c0000043c280085940000033c0000043c3000638c2000848c000043ac000046ac0000033c00,64,mipsel
e1122771511821088914d11261322114d1322107d11262c4af090012d1111704d11262beaf0900944f30000000200000000c0000001000000000000000000000,51,sh4
000000000000cb00000000440e1002c60e0800000000fa2576e30fb74424f0c34989d14189f0833d0000000000752ae9ba0000004c63d04863ca4c01d148c744,54,x86_64
00a10000808074c020008909c02000880ab10000c020008909821b00a21a020b888080f4825b00b100001c8c80aa23c02000a909c90bb10000a10000c02000d8,58,xtensa
00000000000000000000000000000000000000ffff0101ffffffffffffffffffffffff4f26fffeff5bedfb213381e5c0fff900002ffffffffaffffffff2e4400,47,m68k
0000000800000008000000080000000c000000fefffffffffffffffdffffffffffffffffffffffb2f21bbafdffffffb1d72b18b1d72b18b1d72b18b1d72b18b1,34,sh4
26040003260400000044ac080063240400648c00000000000044ac0800639400000000ffff6330000043ac08000010211800000000023c040042242110620000,68,mipsel
05000000c400a000c4206000051e06ce8410a0c8c420600005000000c400a000c420600005000000c410a0008528a0108530a010c420600005000000c400a000,72,sparc
0000063c0000023c1400438c09000524000065ac0c00838c1c00c58c0000638c000000000000678c000000000600e014211840000c00828c010004240000428c,67,mipsel
1400000000000000017a5200017810011b0c0708900100001c0000001c00000000000000a20000000002580e1002490e08000000000000009d2985319d298531,77,x86_64
6c6c780a00000000000000002442ffffac62000003e00008304200ff27bdffe0afbf001c0c000000000000003c0300003c02252624420417ac6200003c020000,63,mips
00448d0b8e0a8f09460ec001025ecfcecd0e600000005810100050102000a7181e1c50102000a718fffd501020005810d06a5820d0660de15840f098a7280000,47,s390
65885f24b7034220000041b001005f242391404022314040000061b0000061b0000061b0000041b0000041b0000041b067005f20000041b0000041b003005f20,61,alphaev56
000070018190203900000000528023c0000000006fe622390000000002810b60100030390000000033fcfffc000000002079000000007001b0b9000000005dc0,78,m68k
0000017a5200017c0e011b0c0f600000002000000018000000000000004400448d0b8e0a8f09460ec0016acfcecd0e6000000000000000000000000000000707,80,s390
818900088189000881290008392000fc900a0000916a0000908a0000912a000090ea0000910a00004cc63182480000018001001438600000382100107c0803a6,60,powerpc
00008e43004800003021ac4300003c03000080630008ac43000082830001ac43000082830002ac43000082830003ac43000082830004ac43000082830005ac43,59,mips
00008091000090910000909300008093000021ed3ce030930000209300008fe997e9909300008093000042e05aee509300004093000030930000209300003093,67,avr
86e6000000004855f0754855f0754855f07500000000606a86e6ccc853d300000000ccc853d300000007888800000001000100010000b319bd12b08661930000,57,mips
211181128113811481158116811781188110716267222711677827038b3267222732672227f8715031f38b4dd24ed32161326200e34cd023332e612a324bda2c,6,sh4
cdcccb0c0f600000000000002c00000190000000000000005c00468b0d8c0c8d0b8e0a8f09440ec801420d0b024acfcecdcccb0c0f600000000000002c000001,67,s390
f11df15a0293d110611c61233129011c61a360183003615a410df48dd1118403615a410df38bd1118403615a410df286d112611f615a410df11df45a041df35a,13,sh4
0000480ec020008802e9038c1442a000c020002802810000310000c0200029080c12c02000290849034c04c0200049080c02a10000c020002908310000c02000,64,xtensa
00419d0098813f00082f890000409e0010813f000c2f890000409e0080813f00102f890000419d0074813f00102f890000409e0010813f00142f890000409e00,55,powerpc
6c780a004040fc614a027291490000914900009149000038a0000038c000003c600000386300004cc631824800000138600000800100147c0803a6382100104e,56,powerpc
800003d607bff8c20520008210200110bfff73c225600023000000270000002f000000290000002d00000025000000210000001700000015000000f2046000fa,74,sparc
8602430d0602560c070800001c0000007c0a0000000000009c00000000410e108602430d0602970c070800001c0000009c0a0000000000005d00000000410e10,80,x86_64
00023c2400438c000000000000658c000000002b1005000100662c211046000a0040100000023c2000428c000000000100422c25104500000062acffff032400,69,mipsel
20790000000074fcc5906010207900000000429074fa85b9000000002079000000004a906604530066c442b900000000538166a4203900000000303900000000,69,m68k
a440610521400204234000003d240000212041044140000041a000003d24000041b0033060400100e0c30304ff47a15d6040f2ff3ff4043080400100e0c30404,53,alphaev56
6328d232666a22222301e326d2302200e2222125d2122225d203611c310c3123d308417c3112660170038862221156622212511222f18f036100e11dd7122300,15,sh4
0800c3970c00c28f0000000004104300ffff423002000010000000000800c29721e8c0030400be8f0800bd270800e00300000000f8ffbd270400beaf21f0a003,63,mipsel
00809300008fef9fef90930000809300008ee990e190930000809300009093000080930000809100009091000090930000809300008091000090910000909300,71,avr
e214d04de214000be510100be51c200be518300be51c404be2180094e8043093e11300000a14404be2180094e8020154e3000053030600001a1c404be2180094,39,arm
04ace8004800001021241f000410000017241000028cc2000c2610ffff2463fffc0000f821161900112402000110000014acf9004854400001acf000488df000,51,mips
1e001800000018000000000000005400000000460e10479a0247da0e000000005eb7000041b000405b6b0000ba2700005ea70004ff470000bd231000de230180,70,alphaev56
910000808191818574917d918380831092000010920000809100009091000001969093000080930000112700c0159507953a9502f41016110604f08091000090,52,avr
209300002091000030910000309300002093000029e030e0309300002093000030930000209300002ce230e03093000020930000509300004093000090930000,75,avr
00180002160000021603ac620000ac650000ac6400008cc200083c040000ac62000090c2000c000038210002160000021603ac620000ac6000008d2200300000,68,mips
ef3c020000ac4600002405ffe72406ffffac460000ac450000ac430000ac4000003c0300009463000c2409ffef3063ffffac4300003c0800008c830004a50900,53,mips
a7740006a7f40004a7f400025840d1ea5840400418041a0c1200a774000d12cca774000c5810d1debf1f1000a7840006a7f40004a7f400025730d1da11338830,38,s390
050000000300000000fa4ed9e63a871d1b49c0b580d0810c80318d5816660a70eb23c000000000600642b90000000070ac23c00000000020390000000023c000,64,m68k
d2c658202000502010005820d2ae5820200050201000a72800075020100050401000a72800fb502010005810d29aa74800005820d2960de15840f098a7280000,52,s390
6c609fe50650a0e12830b5e500408de50520a0e1f310a0e345ffffeb0510a0e1ff0050e30000a0130100a0033cffffeb003096e53c209fe5020053e130409fe5,38,arm
e808a00e86102003ae102000ba1000021b0ccccc19000000a614e000ac15a00084103fa58213633782807fff0280000501000000aa1d600110bffffcae102001,47,sparc
01000324000043ac000043ac7a000324000043ac06000324000043ac1f30033c7ce26334000043ac000043acfcff0324000043ac0000033c0000649021300000,57,mipsel
0000000000300000003a49dfcc1737f78b04d1126100e204d1222104d0264f0b00090009000c000000000000005ac15ca3224f17d00b40090016d717d1122717,53,sh4
004900003c6000009001001438a000009109000038c00000814a00043d20000038630000914900004cc63182480000018001001438600000382100107c0803a6,65,powerpc
fe910000890981000088086c599728ed2100001df03641000c021df0003641002d040c084600001b88a618fa1df0000000364100a2a07465f5ffc02a11a022c0,44,xtensa
000065ac040085940000073c002c0500032c0500000065ac0600859000000e3cff00a530000065ac070086902000e524ff00c630000066ac0800868c1400cd25,60,mipsel
2040202e001449c042834c40380120032240103900000000203900000000200049c072012401e0a22002220002810000ffff20390000000002800000ffff4c01,61,m68k
0000caf2723d532a4fe7d219fdfbcaf2723dcaf2723d00000009caf2723dbd037ef700000000caf2723d532a4fe7d219fdfbcaf2723dcaf2723d00000009caf2,27,sparc
c407bffcc207a04cb9288001ba1020001080001101000000c207bffc85306001c207a04c82187fff83308001c607bff8c407a04cb928c002b810401cc407bffc,37,sparc
633e023c0000043ce0ffbd270000033c15e34234213000002138000000008424000062ac1c00bfaf000062ac0000000c000000001c00bf8f211000000800e003,62,mipsel
2fd22261ff711222822a2ed2154cffe11a6196533331290322613a2112229253ff7311439c8d321927d112622221b261ff711141918d122b00e01cd11480f285,5,sh4
a248630762480504a744440682480700a23c040483440000823c0d00a1200800c2380404ff471000412c0d00612ce40c8548420c454843046548020444441000,36,alphaev56
781a011b0d1e001800000018000000000000005000000000450e10469a0248da0e0000000022b000405b6b0000ba2700005ea70004ff470000bd231000de2301,68,alphaev56
00000000017a520004781a011b0d1e001800000018000000000000004c01000000480e204a9a040240da0e00000046a0000061a400005d2400003d24000042a0,73,alphaev56
394000003d200000392900009149000439200000912300003d200000392900008149001c80ea00008129000439000000394100087f8a38003940000138e00036,63,powerpc
520004781a011b0d1e001800000018000000000000005400000000430e10419a0250da0e00000000102200007da700405b6b0000ba270000bd230004ff470000,71,alphaev56
5b4220000001b1000041b00000e1b00000c1b0000044a00200e243000041b0040043a00200e243000041b0080043a00200e243000041b01f04ff4700405b6b00,64,alphaev56
890001409dfff8394000003d2000003929000091490004480000203d200000392900008109000c7d081b789109000c394a0001914900043d2000003929000081,59,powerpc
8c0000043c000043ac0000063c0400c98c200083241c00bfaf0000063c2c00c88c2000878c0400668c0800648c3b24033c309c6334000049ac000048ac000043,52,mipsel
b000303c020000244400008843000098830003afa300203c1000008e02000497a400223405ffff000424000c0000bd0000000024045b4900441007304400ff8e,61,mips
00000000005400000000460e10459a0249da0e0000000022b01f04ff4700405b6b0000ba2700005ea70004ff470000bd231000de230180fa6b0000fe2f1f04ff,60,alphaev56
930000019600c080e090e08330910504f02f5f3f4f2230310504f080e090e000c001961816190604f48091000090910000909300008093000080910000909100,58,avr
89f0c30fb70500000000c34889f8b900000000eb1283c201eb05ba0000000083fa027ef183c10185c97eef488b15000000008b0ac70200000000c70500000000,58,x86_64
a7f400044810b0665410506618215840b0a098bfb09407f40000ffff0000001f0707070790bff02c0d50a7faff9818bf18125030b0604010b0665810b0601211,40,s390
41d971d9618100008951860100007d0dfd021cee9d018d02a10000f981c02000c806c0c0740bccc0c530c0cf05d0bd20c7340220b2200bbbb0bf05cd0df809f7,39,xtensa
222111d22262222112d222633221215332212252222111d22262222117d222622221fae2222122212221222114d221622d62222113d400e513d00b4000e600e0,10,sh4
2c080002ad10000f240000193c0000183cffffef250d00e01500000000400063242b1803002610640021184a000800628d0100842424106200080062ad2800a4,53,mipsel
00003d24000042a00300e343000061b02c007f20000061b00200e243000041b000005d24000042a018007f20000084a000001d260200e24300007da7000041b0,66,alphaev56
0f104df8f20f100500000000f20f59c1f20f1055f0f20f100d00000000f20f59caf20f5ec1f20f100d00000000660f54c1660f2e05000000000f97c083f00184,56,x86_64
008228f9ff401468cb03340000023c000043ac08000010211000000000033c0c006324211883000000648c0000033c000064ac01004224f8ff40188020020000,58,mipsel
600084102008c420600084103ffcc420600005000000c020a00005000000c400a000b01020009210200094102000c420600011000000400000009012200081c7,73,sparc
0000001200448b0d8c0c8d0b8e0a420d0b4acecdcccb0d0f000000340000108800000000000000c400448810890f8a0e8b0d8c0c8d0b8e0a8f09460ed801420d,54,s390
89000040bdffdc3d2000003d40e47b614a431991490000394000f6914900003d400000394a0000810a001891090000890a001c91090000890a001d9109000089,55,powerpc
38a0e1020053e11010941500109115181084150110a013f6ffff1a000051e30430e013bc31c411203094e578209fe5001093e574009fe5020051e158209f15fc,32,arm
008b02c70500000000170000008b02c70500000000160000008b0283e00189028b0d000000008b028b3283f901660fbec14189c9410f94c041c0f9070fb6f96b,55,x86_64
e34100001a78301be5000053e3010000ca0240a0e3000000ea0040a0e3b8301be5ff5003e2c8339fe5003093e5000053e30130a0030030a013ff3003e20320a0,50,arm
83ec1048897df88975f4837df4007516488b45f84889c6bf00000000b800000000e80000000090c9c3554889e5415641554154534883ec6048c745a800000000,37,x86_64
09ad08a54c008d0abd08a807a543008d0add08c867b857a22704810000e008008d0a8080747cf9808930808074ed08dd06cd05bd04ad03a527003d0a48078044,37,xtensa
003082e50030e0e3003082e5283091e5003082e5004082e52c3091e5003082e5243091e5003082e530309fe5003082e50730e0e3003082e50020a0e30030a0e3,44,arm
090000810700049109000039000056910900009149000038a0000038c000003c600000386300004cc631824800000138600000800100147c0803a6382100104e,65,powerpc
0000181200001010008220210080102103c0e8218fbe000427bd000803e000080000000027bdffe0afbf001cafbe001803a0f021afc50024afc40020afc7002c,53,mips
d02def8227909521e030e0c817d90704f020e030e0e227f32781e090e0339601f480e090e020910000309100008217930701f486e090e0909300008093000010,46,avr
7d08019480c500007f8940003d2000004fdde8427d0000265508fffe7cc8427891050000390000019109000038a0000080c7000080e4000490c9000090e90000,59,powerpc
0000009c020000000000001c00000000410e108602430d06570c07080000001c000000bc020000000000004b00000000410e108602430d0602460c070800001c,81,x86_64
6008c420e000c417600c8528a0108530a010c420e000050000398410a192c420e000832860188410200183386018c420e0009210200094102000c220e0001100,50,sparc
38ea0000912a0000390800019907000c3d200000392900008909000c2b880013409dff80480000283d2000003929000081490010814a0000390900087d4a4278,57,powerpc
4a3a023c0000043ce0ffbd270000033cdb9b4234213000002138000000008424000062ac000062ac1c00bfaf000062ac0000000c000000001c00bf8f21100000,61,mipsel
011b0d1e001800000018000000000000004c00000000440e10459a0249da0e000000405b6b0000ba2700005ea70004ff470000bd231000de230180fa6b0000fe,67,alphaev56
a0448328601885386018c20fa048832860188338601886103f808220c00180a080010680000701000000c40fa044c20fa048820080011080000301000000c20f,49,sparc
ff0500ffffffff010000006c00000070000000b749981b000000000000000000000000040040a44020060021108200401802000000023c0c0042242110620000,76,mipsel
2de90040a0e330309fe50640c3e50370a0e10450a0e1046187e00510a0e10500a0e1feffffeb060080e2080086e5014044e2ff4004e2f6ffffea000000000000,46,arm
0092e530209fe5000082e5001082e50910a0e3001082e5003082e50020a0e30030a0e314009fe5feffffeb0000a0e31040bde81eff2fe1000000000000000000,55,arm
43000081b000001d26000061b01104ff47080062a000007da700001022000061b00c0062a0000061b0100062a0140042a0000061b0000041b000405b6b0000ba,66,alphaev56
e1000053e3f4ffff0a0c309fe5000093e50008a0e14008a0e11eff2fe100000000b847a11f10402de9dbffffeb4c209fe5001092e548309fe5001083e5042092,38,arm
93000040e050e000c0019600c080e090e01816190604f42f5f3f4f00c020e030e02330310504f04f5f5f4f1416150604f41f921f921f921f921f921f921f921f,34,avr
033c340062240400458c0800448c0000023c3400668c3000438c0000023c000040ac000046ac000045ac000044ac000043ac0000033c2000638ce0ffbd270000,58,mipsel
0005000000c628a00005000000c448a000c420600005000000c400a000b0102000921020009410200011000000c4206000400000009012200081c7e00881e800,76,sparc
0090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d0adb7beb71a960fb6f894bebf0fbeadbf80e090e0df91cf911f910f91ff,26,avr
007ee848c70500000000000000008b050000000085c07417c645ebb00fb7050000000083e80166890500000000eb238b050000000083c0018905000000008b45,70,x86_64
008b74bfa7f8ff00006cdacfb54062926701e272677827748fda223061d362ffe1636701777c67736070250288ea8f01e63cd7222a12273cd100e6c2622221b2,16,sh4
f600a010b736e0088616c003c6206000c608a0138728e008f608a0148616c0038728e0108738e010c620600086102029c6206000c8206000872f20108730e010,43,sparc
6b131f017b55d156da13536263b480b580b680b780b280b380a223e8e351dd302affe33360d26350d3a1803226d263a280a38032634ddc336619466360302a33,15,sh4
0000ac470000ac460000ac4400009464001024630010afbf001c846b0002846a0004846900063c0300008c6800003083ffff3c040000ac430000000038213c03,57,mips
1c0000005c0b0000000000007e00000000410e108602430d0602790c070800001c0000007c0b0000000000002e00000000410e108602430d06690c0708000000,81,x86_64
02e2002081e5005081e50820d3e5ff2002e2002081e500c081e50ac0d3e50020a0e3ffc00ce20030a0e300c081e500e081e5feffffeb0400a0e1f041bde81eff,40,arm
0cf45289600293c97002b0896ce05288600291c84a886fee52814a816ff4122e000f49c12f014ebaff8c588f4a80660470016002700148c0223c0000130de2a0,28,m68k
0c004224211062000000428c00000000211840000000023c000043ac1800c28f00000000010042241800c2af1800c28f00000000eeff4018000000000000023c,69,mipsel
0000000000017a520004781a011b0d1e001800000018000000000000004800000000430e10469a0248da0e00000000ba2700005ea70004ff470000bd231000de,72,alphaev56
001092e5001083e5041092e5001083e5081092e5001083e50c2092e5002083e50020a0e30030a0e314009fe5feffffeb0400a0e11040bde81eff2fe100000000,45,arm
40005830300058b0d2ae500040005030c0005010c000a71800015010c000a7186b935010c0005010c0005010c000a71800045010c0005010c0005010c000a718,65,s390
93706123c0000000002d7c00000000fffc2879000000002f0a487800014878006142a74879000000004e93288823fce1ca29610000000010390000000049c023,58,m68k
0047a000005eb71f04ff470400e44302355d44000081b000009d24000084a00800e243000047b00400e443000081b000009d24000084a00200e443000041b000,61,alphaev56
0104f14710004fb014002fb014002fa021f62148a1f72340070020e410002fa022f6214814002fa021f62148810641480100e1430100e0c310002fa00100e143,39,alphaev56
50930000409300005093000040930000509300004093000050930000409300004091000050e05093000040930000409100005091000050930000409300004091,78,avr
58f1210000c10000f802e10000880ca80fc02000b80e0c120c0d80d2837cf8a08830b0b0f4000d40b0a0b1808f05808a20cc78c02000822e00226f00810000a1,50,xtensa
40180123c10000000023fc000000000000000023fcba64aaa90000000023c10000000042a742a74879000000004eb90000000042804e5e4e75720448c04c4018,62,m68k
2fef3fef4fef5fef6fef7fef8fef9fe7a984ba84cb84dc84ed84fe840f85188900d0a22eb32ec42ed52ee62ef72e082f192f29803a804b805c806d807e808f80,12,avr
840000ac4300000c000000000000008fbf001c0000102103e0000827bd00203c030000906200103c0600002442ffff304200ffa06200108cc200148cc200143c,63,mips
f894debf0fbecdbfdf91cf911f910f91ff90ef90df90cf90bf90af909f908f907f906f905f904f903f902f9008952f923f924f925f926f927f928f929f92af92,17,avr
e082819381817099279383828320813181309300002093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a,31,avr
001e0000c02000b9089809c02000c908c020009908910000c10000c020009809b90ac020009908920c000c02909074c020009908920c01909074c02000990891,62,xtensa
000000e874ffffffb800000000eb0383c00183f8027ef8c705000000001d9123d68b050000000083c001890500000000c74500fc00000083c3016685db74a4b8,56,x86_64
031c0000031c03ac4300003c0358a43463ac17ac4300003c0300008c640000ac440000246300009463000400031c0000031c03ac43000024030003ac43000000,59,mips
188300000043ac8000c29700000000ffff42248000c2a7020002242000c2a3ea000010000000008200c0a32c00c0af09000010000000002c00c28f2000c32721,65,mipsel
48000008813f00087d234b78397f002083ebfffc7d615b784e8000209421ffe093e1001c7c3f0b78907f0008909f000c813f000c2b89001f419d0014815f0008,37,powerpc
91090000890a000d91090000810a001091090000810a001491090000810a0018910900003d00000081080000910900003900000191090000890a001c91090000,73,powerpc
27bdffd02442ffff3042ffffa46200043c0400003c0200008c87002427a9001c8c46001c9462000427a20018ac820024ac89002427a90020ac8900243c020000,40,mips
0000c207bff880a060001480003001000000c207bff880a060001280000601000000c207bffc80a060001280002801000000c207bff080a06000148000240100,67,sparc
0000000083c104884c24080fb64c240880f90877ddb801000000c3b800000000eb0383c00185c07ef90fb7050000000083e801668905000000000fb7c0390500,58,x86_64
426a7603000000c400a000c4206000050000008610a000c410a000c4206000c410e002c4206000921020009410200011000000400000009012200081c7e00891,69,sparc
000c0aa5f4ff0c1837340282a0000c13a658010c030c183734010c083d02271806410000c600000041000080c5230c1a57b4010c0abd05e5f4ffa04af0a044a0,43,xtensa
71817093000060930000019600c080e090e01816190604f42f5f3f4f00c020e030e02330310504f04f5f5f4f4230510504f08091000090910000909300008093,51,avr
00000000fff02d7c00000000ffec2d7c00000000ffe82d7c00000000ffe42d7c00000000ffe02d7c00000000ffdc70012d40ffd872052d41ffd442aefffc6010,56,m68k
5cfa222112922221a0e222210f92222108e222210cd2226222210bd400e50bd00b4000e600e0264f0b000900f800556309001c00000000000000180000001000,50,sh4
ea1c209fe514309fe5282083e5b900a0e31cd08de204e09de408d08de21eff2fe10000000009ec6f0010402de950d04de20040a0e106008de84820a0e334109f,36,arm
7e59f7177e59f7177ec4dfa95b1c000000f7ffffaaf4309fe5081093e53c0093e5ec209fe5040082e5400093e5040082e5440093e5040082e5480093e5040082,31,arm
000000c2ac3c00a28009000324271002008011020000160200031602000100422c27100200ff004230020060141b0043000d00070000008a8c0000033c594c0c,64,mipsel
20d0be58b0d0ba58c0d0b658202000502010005820d0b25850d0aea748000058302000503010005830200450301000582020085020100050001000a718000050,59,s390
10011b0c070890010000140000001c00000000000000ae00000000440e1002a90e08000003000000c70500000000679ab50ac70500000000679ab50ac7050000,80,x86_64
0b8e0a8f09460ec80103015ccfcecdcc0e60007c8748af7c8748afb8c3ad3b7c8748af7c8748af0f89b5460f89b5466f2ee76ff0645810d186581010004120f0,21,s390
5200017c0e011b0c0f60000000200000001800000000000000c000448d0b8e0a8f09460ec001029ecfcecd0e600000085810d0b6a728ffed502010005820d0b2,61,s390
80302effec4cee043cffd04e5e4e754e56ffe4202e00143d40ffe670ff2d40ffe82d7c4fa07802ffec2d7c4fa07802fff070ff2d40fff42d7c4fa07802fff82d,19,m68k
90930000809300008fef9fef909300008093000080e090e000c001968230910504f081e090e09093000080930000109200001092000082e090e0909300008093,64,avr
00beaf21f0a0030800c4af0c00c5af0800c28f000000000c004004000000000c00c28f000000002000422c07004010000000000800c38f0c00c28f0000000007,77,mipsel
00000bac620024252400543c02000010000007ac4400143c0200008c460014000810238cc4000000821025acc2000094a4005a3c020000000424000004240300,62,mips
3085e50030a0e30020a0e10310b2e7083083e2042092e5180053e30c1085e50c2085e5f7ffff1a0010a0e3ec209fe5180092e5011081e20c0085e51c0092e503,36,arm
5c0a0000000000005b00000000410e108602430d0602560c070800001c0000007c0a0000000000009c00000000410e108602430d0602970c070800001c000000,80,x86_64
0000628c0000043c1b074230e0ffbd27213000002138000000008424000062ac0000033c000062ac1c00bfaf0000000c000000001c00bf8f211000000800e003,67,mipsel
27a044f227a048c207a04880a060000680001201000000c207a04880a0601f1480000e0100000084103fffc207a04885308001c207a04480a080010a80000701,54,sparc
9de3bfa0821020010500000007000000c220a000c200e00082007fffb0102000921020009410200011000000c220e000c220a000400000009012200081c7e008,69,sparc
105092e59c009fe5005081e5000081e51820d2e52c0093e5ff2002e2002081e5000081e53020d3e5b253d3e1f403d3e1ff2002e2002081e5005081e5000081e5,38,arm
45f889c1d3e289d0eb040fb645fc5dc3554889e589f88975f88845fc837df81f77250fb655fc8b45f8beff00000089c1d3fe89f039c27f0f0fb655fc8b45f889,13,x86_64
61107ee36f264ff66e0b00090009000000008000000000e62f224ff07ff36ee361087142215111e361d0716c117d11e361d0711d521c5123633823018b182125,30,sh4
0000002000000020000000200000001c0000001c0000001c0000c020002802c0200029080c02c020002908c02000a908c020009908c020009908c020009908c0,81,xtensa
e361c8711f515a410df11df15a00087ee36ff66e0b000900e62ff87ff36ee361c8714f11e361c8715e11e361c8711e511141118be361c8711e521fe117320b89,11,sh4
119fe5200093e501c0a0e3000081e5004081e5240093e5187093e5000081e5280093e5306093e5000081e52c0093e50450e0e3000081e5140093e5042083e500,43,arm
ff12bffffe0100000003000000c020600086102063c6206000c6206000c6206000c4008000c420600005000000c400a000c420600005000000c600a000c62060,72,sparc
49c044802f004ebafe0c487853bc487800014879000000002f084ebafd064fef00102f082f39000000004ebafcc64fef000c600e2079000000002a10cbb90000,49,m68k
224f22d122d21266226122511f611821008b2251226122511f611821018b1cd11251226122511f611821018b18d1125118d319d719d11ad01117326119d4ff71,5,sh4
0000000042804cee003cfff04e5e4e7542823439000000002639000000000c830000080057c149c1448142854c4518044a046712223900000000b3830a4300c5,49,m68k
00140000001c00000000000000730000000000000000000000d20f9dc0f7d00fbec029d031d2f7f10fb6c2ba81b4df2429ca2d870000000fb6c939d00f9fc00f,62,x86_64
001c3042ffff144000403c050000240300010062001a004001f43c0200008c42000c3c0400008c4200008c8600100002102bacc200003c0500002402ffe53c08,59,mips
a0000690e900003ce00000908900003960000090890000616b99579109000090a90000910900009109000090a900009109000039000002910900003900fc5d91,71,powerpc
140710680000000f3c1000e82500000e3c6c00c28d2400028d00000c3c01004224240002ad040082910000063c01004224ff004230040082a104008291000004,58,mipsel
03240200a0141a0065000d000700121800000000858c000000002518a300000083ac0000033c140063900800e003000043a00200001021100000010042240200,72,mipsel
000c3c1400828dffff03242900431000000a3c0000093c00000b3c0000073c130003240000458d100062ad0c0023ad00000e3c0c002d252178e0001300042408,57,mipsel
600000001800000018000000000000008400448d0b8e0a8f09460ec801a71c00b9a758ffff5050200058204000582030005410d06aa71a00015010f064d40320,59,s390
8345e001837de0017ee8448b65c0660fbe8578ffffff0fb7d88b050000000089c7e89c0200004889c28b050000000089c68b05000000004589e089d989c7e821,40,x86_64
01e0e0e30c2093e500119fe5b020d3e1046093e5042081e5046081e504e081e504c081e50c6093e5e4e09fe5000081e518c083e5dc009fe50020a0e30030a0e3,37,arm
30dce5f221dce1ff3003e2003081e5000081e5002081e514e0dce50020a0e3ffe00ee20030a0e31c009fe500e081e5005081e5feffffeb0400a0e17040bde81e,38,arm
0058202000502010005820d09e50201000a708ffff5820d09aa7380000500010000de55840f0a0a728000098dff09c07f44110f064501020005820d0b6a7f4ff,50,s390
f4fffa5810d1aa5420d1baa7480000502010005820d1ba502010005820d1a6a738000058202000502010005820d1c258202000502010005820d1be5820200050,47,s390
126700e60bd1322272210ad7215272670ad072213221222109d209d422210b40090000e0264f0b0009000c0000000000000000000000080000000000000028c2,60,sh4
780000c3555389fd89f3b800000000eb0383c00183f8017ef8b800000000eb0383c00183f8017ef8bf01000000e8a2ffffff400fb6c501c083f801400f95c640,43,x86_64
611821ffe11a61122206d207d1226339211222f1e205d12611feaf090038000000400000000400000087b80274080000003c000000ffffffff44000000e20000,50,sh4
409e00503d400000394a0000812a0014390a00087d2942787d2900345529d97e814a0014814a00007f895000419c00243d20000039290000812900082f890000,48,powerpc
79000000007002208033fcffe200000000207900000000700220802079000000007002208060eafffc9e610da3000000001fb033501fb033501fb03350890c54,63,m68k
023c96db42342800c2afffff02242c00c2a70800c0af0a000010000000000800c28f0800c32721106200010003243c0043a00800c28f00000000010042240800,57,mipsel
e82ff92fee0fff1fe050f04020813181309300002093000001968330910504f080910000992787fd909590930000809300008091000090910000909300008093,53,avr
013083e2000053e3fcffffda10402de9b8309fe5b430d3e10020a0e38810a0e3ac009fe5e6ffffeb790c80e2683080e20338a0e12338a0e1032183e0022263e0,29,arm
206000071f24528610e1dfc62060008410a3fe070000118610e1c6c6206000c4206000053fffed8410a040c420600084102006c420600084103fffc420600005,46,sparc
2000b908909a30b10000c020009908c02000c80bd10000c02000c908c21b02a10000c0c0f4c02000c908b21b03c10000b0b0f4c02000b9088100000c02990ee0,61,xtensa
00809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e008,37,avr
a28c000000001000400400000000110040100000000038004f8d1800af2710006fad24008f8d1800b82750002ea10000f8ad4000ef8cffff42240000ef8d1800,60,mipsel
0c070800001c0000007c0a0000000000009c00000000410e108602430d0602970c070800001c0000009c0a0000000000005d00000000410e108602430d060258,80,x86_64
20a0e3020052e3f2ffffda010080e2000000ea0000a0e3000050e3f7ffffda01c08ce202005ce3f9ffffda0020a0e30030a0e318009fe5feffffeb0000a0e310,46,arm
